0mM,0mM,0mM,0mM,0mM,0mM,50mM,50mM,50mM,50mM,50mM,50mM,100mM,100mM,100mM,100mM,100mM,100mM,150mM,150mM,150mM,150mM,150mM,150mM,200mM,200mM,200mM,200mM,200mM,200mM,250mM,250mM,250mM,250mM,250mM,250mM,300mM,300mM,300mM,300mM,300mM,300mM,350mM,350mM,350mM,350mM,350mM,350mM,400mM,400mM,400mM,400mM,400mM,400mM
28.7,17.1,36.64,20.76,37.86,20.761,-45.19,-58.62,-50.69,-24.43,-51.29,-34.2,-57.4,-32.36,-72.67,-42.13,-43.36,-50.07,-58.62,-50.69,-24.43,-51.29,-34.2,-24.42,-83.05,-78.16,-65.95,-73.27,-53.73,-67.78,-59.23,-67.17,-50.08,-55.57,-50.68,-50.08,-77.56,-87.32,-72.06,-64.73,-53.74,-51.3,-44.58,-28.09,-19.54,-37.86,-22.6,-43.35,-39.69,-54.35,-37.86,-26.25,-22.6,24.43
28.09,18.32,36.64,20.76,37.86,20.761,-45.8,-58.62,-50.69,-23.82,-51.29,-33.59,-58.01,-32.97,-72.67,-42.74,-43.36,-49.46,-58.62,-50.69,-23.82,-51.29,-33.59,-25.03,-83.05,-78.16,-65.95,-72.66,-53.73,-67.78,-58.62,-66.56,-49.47,-54.96,-50.68,-50.08,-78.17,-87.32,-72.06,-64.73,-53.13,-51.3,-45.19,-28.09,-19.54,-38.48,-22.6,-42.74,-40.3,-54.96,-37.25,-26.25,-21.99,25.04
28.09,18.93,37.25,20.15,39.08,21.371,-45.19,-58.62,-50.08,-23.82,-51.29,-33.59,-58.01,-32.97,-72.67,-42.74,-43.36,-49.46,-58.62,-50.08,-23.82,-51.29,-33.59,-25.03,-82.44,-78.16,-65.95,-72.66,-53.73,-67.17,-58.62,-66.56,-50.08,-55.57,-50.68,-49.47,-77.56,-86.71,-71.45,-64.12,-53.74,-51.91,-45.19,-28.09,-19.54,-37.86,-22.6,-42.74,-39.69,-54.96,-37.86,-26.25,-21.99,25.04
28.09,18.93,37.25,20.15,38.47,21.371,-45.19,-58.62,-50.69,-24.43,-51.29,-33.59,-58.01,-33.58,-72.67,-42.13,-43.97,-49.46,-58.62,-50.69,-24.43,-51.29,-33.59,-25.03,-82.44,-78.16,-65.95,-72.66,-53.73,-67.78,-58.62,-66.56,-49.47,-55.57,-50.07,-49.47,-77.56,-87.93,-71.45,-64.12,-54.35,-51.3,-45.19,-28.09,-19.54,-37.86,-23.82,-43.35,-40.3,-55.57,-37.25,-26.25,-21.38,24.43
28.7,18.93,36.64,20.15,39.08,21.371,-45.19,-58.62,-50.69,-24.43,-51.9,-34.2,-58.01,-33.58,-72.06,-42.13,-43.36,-48.85,-58.62,-50.69,-24.43,-51.9,-34.2,-25.03,-82.44,-78.77,-65.95,-72.66,-54.34,-67.78,-58.62,-66.56,-49.47,-54.96,-50.07,-49.47,-76.95,-87.32,-71.45,-63.51,-53.13,-51.3,-44.58,-27.48,-19.54,-37.86,-23.82,-43.35,-40.3,-55.57,-37.25,-26.86,-21.99,24.43
28.09,19.54,37.25,20.15,39.69,21.371,-44.58,-58.62,-50.08,-23.82,-51.29,-34.2,-58.62,-33.58,-72.06,-42.74,-43.36,-48.85,-58.62,-50.08,-23.82,-51.29,-34.2,-25.03,-81.83,-78.16,-65.95,-73.27,-54.34,-67.78,-58.62,-66.56,-49.47,-54.96,-50.07,-49.47,-77.56,-87.32,-72.06,-62.9,-53.13,-51.3,-44.58,-28.09,-19.54,-38.48,-23.82,-42.74,-40.3,-54.96,-37.86,-26.25,-21.38,25.04
28.7,20.15,37.25,19.54,39.69,21.371,-44.58,-58.62,-49.46,-23.82,-50.68,-34.2,-58.62,-33.58,-72.67,-42.13,-43.36,-48.85,-58.62,-49.46,-23.82,-50.68,-34.2,-25.03,-82.44,-78.16,-65.95,-72.66,-54.34,-67.78,-59.23,-66.56,-49.47,-54.35,-50.07,-48.86,-77.56,-87.32,-72.67,-62.9,-53.74,-51.3,-45.19,-27.48,-20.15,-38.48,-23.21,-43.35,-40.3,-54.96,-37.86,-26.86,-21.38,25.04
28.7,20.15,37.25,20.15,40.3,21.371,-44.58,-58.62,-49.46,-23.82,-50.68,-34.2,-58.62,-33.58,-72.67,-42.13,-43.97,-48.85,-58.62,-49.46,-23.82,-50.68,-34.2,-25.03,-82.44,-78.16,-66.56,-73.89,-53.73,-67.78,-58.62,-65.95,-49.47,-54.35,-50.07,-49.47,-78.17,-87.32,-72.06,-61.67,-53.74,-51.3,-44.58,-27.48,-19.54,-38.48,-23.82,-42.74,-39.69,-55.57,-37.86,-26.25,-21.38,24.43
28.7,20.76,37.25,19.54,39.69,21.371,-44.58,-58.62,-49.46,-23.82,-50.07,-33.59,-58.62,-34.19,-72.67,-42.13,-43.36,-48.24,-58.62,-49.46,-23.82,-50.07,-33.59,-25.03,-81.83,-79.38,-65.95,-73.27,-54.34,-67.78,-58.62,-65.95,-49.47,-53.74,-50.07,-48.86,-77.56,-87.32,-70.84,-62.29,-53.74,-51.3,-45.19,-28.09,-20.15,-38.48,-24.43,-42.74,-40.3,-55.57,-37.25,-26.25,-21.38,25.04
28.7,20.76,37.86,20.15,39.69,21.981,-44.58,-58.01,-49.46,-23.21,-50.68,-32.98,-58.62,-34.19,-72.67,-42.13,-43.36,-48.24,-58.01,-49.46,-23.21,-50.68,-32.98,-25.03,-81.83,-79.38,-65.95,-73.27,-53.73,-67.17,-58.62,-65.95,-50.08,-54.35,-50.07,-49.47,-77.56,-87.32,-69.61,-61.67,-53.74,-51.3,-44.58,-27.48,-19.54,-39.09,-24.43,-42.74,-40.3,-55.57,-37.86,-26.86,-21.38,24.43
29.31,21.99,37.25,20.15,40.3,21.981,-44.58,-58.62,-49.46,-23.21,-50.07,-32.98,-58.62,-34.19,-72.67,-41.52,-43.36,-48.24,-58.62,-49.46,-23.21,-50.07,-32.98,-25.03,-82.44,-79.38,-65.95,-73.89,-53.73,-67.78,-58.01,-65.95,-49.47,-54.35,-49.46,-48.24,-77.56,-86.71,-69.61,-61.06,-53.74,-51.3,-44.58,-26.87,-19.54,-39.09,-24.43,-43.35,-40.3,-56.18,-37.86,-26.86,-20.77,25.04
29.92,21.99,38.48,20.15,40.3,21.981,-44.58,-58.01,-49.46,-23.21,-50.07,-32.98,-58.62,-34.81,-72.67,-42.13,-43.36,-48.24,-58.01,-49.46,-23.21,-50.07,-32.98,-25.65,-81.83,-78.77,-65.95,-73.27,-54.34,-67.78,-58.62,-65.95,-49.47,-53.74,-50.07,-48.86,-77.56,-87.32,-69.61,-61.06,-53.74,-51.3,-43.97,-27.48,-19.54,-39.09,-24.43,-42.74,-39.69,-55.57,-37.86,-26.86,-20.77,25.04
29.31,22.6,38.48,20.15,39.69,21.981,-44.58,-58.01,-48.85,-23.21,-50.07,-33.59,-58.62,-34.81,-72.67,-41.52,-43.36,-47.63,-58.01,-48.85,-23.21,-50.07,-33.59,-25.65,-81.83,-79.38,-65.95,-73.27,-53.73,-67.78,-58.01,-65.95,-49.47,-53.13,-49.46,-48.24,-77.56,-86.71,-69.61,-60.45,-53.13,-51.91,-44.58,-27.48,-19.54,-39.09,-25.04,-42.74,-39.69,-56.18,-37.86,-26.86,-20.77,25.04
29.92,22.6,39.09,20.76,40.3,22.591,-43.97,-58.62,-48.85,-23.21,-50.07,-33.59,-58.01,-34.81,-73.28,-42.13,-43.36,-48.24,-58.62,-48.85,-23.21,-50.07,-33.59,-25.65,-81.83,-79.38,-65.95,-73.27,-53.73,-67.78,-58.01,-65.95,-50.08,-53.13,-49.46,-48.86,-77.56,-86.1,-70.84,-59.84,-53.74,-51.91,-43.97,-27.48,-19.54,-39.09,-25.04,-42.74,-40.3,-56.18,-37.86,-26.86,-20.77,25.04
29.92,23.21,39.09,20.76,40.3,22.591,-43.97,-58.01,-48.85,-23.82,-49.46,-32.98,-58.62,-34.81,-72.67,-42.13,-44.58,-47.63,-58.01,-48.85,-23.82,-49.46,-32.98,-25.65,-81.83,-79.38,-65.95,-73.27,-53.73,-68.39,-58.01,-65.95,-49.47,-53.13,-49.46,-48.24,-77.56,-86.1,-70.22,-60.45,-54.35,-51.3,-43.97,-27.48,-19.54,-39.09,-25.04,-42.74,-40.3,-56.18,-37.86,-26.86,-20.16,25.04
29.31,23.21,39.7,21.37,40.3,22.591,-43.35,-58.01,-48.24,-22.59,-50.07,-32.98,-58.62,-34.81,-72.67,-41.52,-43.36,-47.63,-58.01,-48.24,-22.59,-50.07,-32.98,-26.26,-81.22,-79.38,-65.95,-73.27,-53.73,-67.78,-58.01,-65.34,-48.86,-53.13,-49.46,-48.86,-76.95,-86.1,-70.84,-59.23,-53.74,-51.3,-43.97,-27.48,-19.54,-39.7,-25.65,-42.74,-40.3,-56.18,-37.86,-26.86,-20.16,25.04
29.92,23.82,40.31,21.37,40.3,22.591,-43.97,-58.01,-49.46,-23.21,-49.46,-32.98,-59.23,-35.42,-73.28,-42.13,-43.97,-47.63,-58.01,-49.46,-23.21,-49.46,-32.98,-25.65,-81.22,-79.38,-65.34,-73.89,-53.73,-67.78,-58.01,-66.56,-49.47,-53.13,-48.85,-48.86,-77.56,-86.71,-70.84,-59.23,-53.74,-51.3,-44.58,-27.48,-20.15,-39.09,-25.65,-42.74,-40.3,-56.18,-37.86,-27.48,-19.54,25.04
29.31,24.43,40.31,21.37,40.3,21.981,-43.35,-58.01,-48.85,-23.21,-49.46,-32.98,-58.62,-36.03,-72.67,-42.13,-43.97,-47.63,-58.01,-48.85,-23.21,-49.46,-32.98,-25.65,-81.22,-79.99,-65.95,-73.89,-53.73,-67.78,-58.01,-65.95,-50.08,-53.74,-48.85,-48.24,-76.95,-86.1,-70.84,-59.23,-53.74,-51.91,-43.97,-22.59,-19.54,-39.7,-26.26,-42.74,-40.91,-56.18,-37.86,-26.86,-20.16,25.04
29.92,24.43,40.92,21.37,40.91,22.591,-43.35,-57.4,-48.85,-22.59,-49.46,-32.98,-58.62,-35.42,-72.67,-42.13,-43.36,-47.02,-57.4,-48.85,-22.59,-49.46,-32.98,-25.65,-81.22,-80.6,-65.95,-73.89,-53.73,-67.78,-57.4,-65.34,-49.47,-53.13,-49.46,-48.24,-76.95,-86.1,-70.84,-59.23,-53.74,-51.91,-43.36,-23.2,-20.15,-40.31,-26.26,-42.13,-40.3,-56.8,-37.25,-27.48,-19.54,25.04
30.53,24.43,40.92,21.37,40.91,21.981,-44.58,-58.01,-48.85,-22.59,-49.46,-32.98,-59.23,-36.03,-73.28,-41.52,-43.97,-47.63,-58.01,-48.85,-22.59,-49.46,-32.98,-25.65,-81.22,-79.99,-65.95,-73.89,-53.73,-67.78,-58.01,-65.95,-49.47,-53.13,-48.85,-48.24,-76.95,-86.1,-70.84,-59.23,-53.13,-52.52,-43.36,-25.03,-20.15,-39.7,-26.26,-42.74,-40.3,-56.18,-37.86,-27.48,-19.54,25.04
30.53,25.04,41.53,21.99,41.52,21.981,-43.35,-57.4,-48.85,-22.59,-49.46,-32.37,-58.62,-36.03,-73.28,-42.13,-43.97,-47.63,-57.4,-48.85,-22.59,-49.46,-32.37,-25.65,-80.61,-80.6,-65.95,-73.89,-53.73,-67.78,-58.01,-65.95,-49.47,-52.52,-48.85,-48.24,-77.56,-86.71,-70.84,-58.62,-53.13,-51.91,-43.36,-25.64,-20.15,-40.31,-27.48,-42.13,-40.3,-56.8,-37.86,-27.48,-19.54,25.04
30.53,25.65,41.53,21.37,40.91,22.591,-43.35,-58.01,-48.85,-22.59,-49.46,-32.98,-59.23,-36.03,-72.67,-42.13,-43.97,-47.02,-58.01,-48.85,-22.59,-49.46,-32.98,-25.65,-80.61,-79.99,-65.95,-73.89,-53.73,-67.78,-57.4,-65.34,-49.47,-53.13,-48.85,-48.24,-76.95,-86.71,-71.45,-58.62,-53.74,-51.91,-43.36,-25.64,-19.54,-39.7,-26.87,-42.13,-40.3,-56.8,-37.86,-26.86,-19.54,24.43
31.14,25.65,41.53,21.37,41.52,21.981,-43.35,-58.01,-48.24,-21.98,-48.85,-32.98,-59.23,-36.03,-73.28,-41.52,-43.97,-47.02,-58.01,-48.24,-21.98,-48.85,-32.98,-25.65,-80.61,-79.99,-65.34,-73.27,-54.34,-68.39,-57.4,-65.34,-49.47,-52.52,-48.85,-48.24,-77.56,-86.1,-71.45,-58.62,-53.74,-51.91,-43.36,-26.87,-20.15,-40.31,-27.48,-42.13,-40.3,-56.8,-37.86,-27.48,-18.93,25.04
31.14,25.65,41.53,21.37,40.91,21.981,-43.97,-58.01,-48.85,-21.98,-48.85,-32.37,-59.23,-36.03,-73.28,-42.13,-43.97,-47.63,-58.01,-48.85,-21.98,-48.85,-32.37,-25.65,-80.61,-79.99,-65.95,-73.27,-53.73,-68.39,-57.4,-65.34,-49.47,-52.52,-48.85,-48.24,-78.17,-86.71,-71.45,-58.01,-53.13,-51.91,-43.36,-28.09,-20.76,-40.31,-27.48,-42.13,-40.91,-56.8,-37.86,-26.86,-18.93,25.04
31.14,26.26,41.53,21.99,41.52,21.981,-43.35,-58.01,-48.24,-22.59,-48.85,-32.98,-59.23,-36.03,-73.28,-42.13,-43.97,-47.02,-58.01,-48.24,-22.59,-48.85,-32.98,-25.65,-80,-79.99,-65.34,-73.89,-53.73,-68.39,-57.4,-65.34,-49.47,-52.52,-48.24,-47.63,-77.56,-86.1,-70.84,-58.01,-53.13,-51.91,-43.36,-28.09,-20.76,-40.92,-28.09,-42.13,-40.91,-56.8,-37.25,-28.09,-18.93,25.04
31.75,26.87,42.14,21.99,41.52,21.981,-43.35,-58.01,-48.85,-21.98,-48.85,-32.37,-59.23,-36.03,-73.28,-41.52,-44.58,-47.02,-58.01,-48.85,-21.98,-48.85,-32.37,-25.65,-80,-80.6,-65.34,-73.89,-53.73,-68.39,-56.79,-64.73,-48.86,-52.52,-48.85,-47.63,-77.56,-86.71,-70.84,-58.01,-52.52,-51.91,-42.75,-28.7,-20.15,-40.31,-27.48,-41.52,-40.91,-56.8,-37.86,-27.48,-18.32,25.04
31.75,26.87,41.53,21.37,42.13,21.981,-42.74,-58.01,-48.85,-21.98,-48.24,-32.37,-58.62,-36.64,-73.28,-42.13,-44.58,-47.02,-58.01,-48.85,-21.98,-48.24,-32.37,-25.65,-80.61,-80.6,-65.34,-73.27,-54.34,-68.39,-56.79,-65.34,-49.47,-51.91,-49.46,-48.24,-76.95,-86.71,-70.84,-58.01,-52.52,-51.91,-43.36,-28.7,-20.15,-40.31,-27.48,-42.13,-40.91,-56.8,-37.25,-27.48,-18.32,25.65
31.75,27.48,42.14,21.37,43.96,21.981,-42.74,-58.62,-48.85,-21.37,-48.24,-32.37,-59.23,-36.03,-73.89,-42.13,-44.58,-47.02,-58.62,-48.85,-21.37,-48.24,-32.37,-26.26,-80,-80.6,-65.34,-73.89,-53.73,-68.39,-57.4,-65.34,-49.47,-52.52,-48.85,-48.24,-77.56,-86.1,-70.22,-58.01,-52.52,-52.52,-42.75,-28.7,-20.15,-40.31,-27.48,-42.13,-40.91,-56.18,-37.25,-27.48,-18.93,25.04
31.14,27.48,42.75,21.37,43.96,22.591,-43.35,-58.01,-48.24,-21.98,-48.85,-32.37,-59.23,-36.64,-74.5,-42.13,-45.19,-47.02,-58.01,-48.24,-21.98,-48.85,-32.37,-26.26,-80,-80.6,-64.73,-73.89,-54.34,-68.39,-57.4,-65.34,-49.47,-51.29,-48.85,-47.63,-77.56,-86.71,-70.22,-57.4,-53.13,-52.52,-42.13,-28.7,-20.15,-40.31,-28.7,-42.13,-40.91,-56.8,-37.25,-26.86,-18.32,25.04
31.14,27.48,42.75,21.99,42.74,21.981,-43.35,-58.01,-48.24,-21.37,-48.24,-31.76,-58.62,-36.64,-73.89,-42.13,-43.97,-47.02,-58.01,-48.24,-21.37,-48.24,-31.76,-26.87,-80.61,-80.6,-65.34,-74.5,-54.34,-67.78,-57.4,-64.73,-49.47,-51.29,-48.24,-47.63,-77.56,-86.71,-69.61,-57.4,-52.52,-51.91,-42.13,-28.09,-20.15,-40.31,-28.7,-42.13,-40.3,-56.8,-37.86,-27.48,-18.32,25.04
30.53,27.48,43.36,22.6,42.74,21.981,-43.35,-58.01,-48.24,-21.37,-48.24,-32.37,-58.62,-36.64,-74.5,-42.13,-44.58,-47.02,-58.01,-48.24,-21.37,-48.24,-32.37,-27.48,-80,-80.6,-64.73,-74.5,-53.73,-67.78,-57.4,-65.34,-50.08,-51.29,-48.24,-47.63,-77.56,-86.1,-69.61,-57.4,-52.52,-52.52,-42.75,-28.7,-20.76,-40.31,-28.09,-42.13,-40.3,-56.8,-37.25,-27.48,-17.71,25.65
31.14,28.09,43.36,22.6,42.13,21.371,-43.35,-58.01,-48.24,-21.37,-48.24,-32.37,-59.23,-36.64,-74.5,-42.13,-45.19,-46.41,-58.01,-48.24,-21.37,-48.24,-32.37,-28.09,-80,-80.6,-64.73,-73.89,-54.34,-67.78,-57.4,-65.34,-49.47,-51.91,-48.85,-48.24,-77.56,-86.1,-69.61,-57.4,-53.13,-52.52,-41.52,-28.09,-19.54,-40.92,-28.09,-41.52,-40.91,-56.8,-36.64,-26.86,-17.71,25.04
30.53,28.09,43.97,22.6,42.13,21.371,-42.74,-58.01,-48.24,-21.37,-48.24,-32.37,-58.62,-37.25,-74.5,-42.13,-44.58,-46.41,-58.01,-48.24,-21.37,-48.24,-32.37,-27.48,-79.39,-81.21,-64.73,-73.89,-54.34,-67.78,-57.4,-65.34,-49.47,-51.29,-48.85,-47.63,-77.56,-86.1,-69.61,-56.79,-53.13,-52.52,-42.13,-28.7,-20.76,-40.92,-28.09,-41.52,-40.91,-57.41,-37.25,-27.48,-17.71,25.04
31.14,28.7,44.58,22.6,42.13,21.981,-43.35,-58.01,-48.24,-21.37,-47.63,-31.76,-59.23,-37.25,-74.5,-42.13,-44.58,-46.41,-58.01,-48.24,-21.37,-47.63,-31.76,-27.48,-79.39,-81.21,-64.73,-73.89,-54.34,-67.17,-57.4,-65.34,-50.08,-51.29,-48.24,-47.63,-78.17,-86.1,-69.61,-57.4,-53.74,-52.52,-41.52,-27.48,-20.15,-40.92,-28.7,-41.52,-40.3,-57.41,-36.64,-26.86,-17.71,25.04
31.14,28.7,43.97,22.6,42.74,21.981,-42.74,-58.62,-48.24,-21.37,-48.24,-32.37,-59.23,-36.64,-75.11,-42.74,-44.58,-47.02,-58.62,-48.24,-21.37,-48.24,-32.37,-28.09,-79.39,-80.6,-64.73,-73.89,-54.34,-67.78,-56.79,-64.73,-49.47,-50.68,-48.85,-47.63,-78.17,-86.1,-69.61,-56.18,-53.74,-52.52,-41.52,-28.09,-20.15,-40.92,-29.31,-41.52,-40.91,-57.41,-37.25,-27.48,-17.1,25.04
31.14,28.7,43.97,23.21,43.35,21.981,-42.74,-58.62,-48.24,-20.76,-47.63,-32.37,-59.23,-36.64,-75.11,-42.13,-44.58,-47.02,-58.62,-48.24,-20.76,-47.63,-32.37,-27.48,-79.39,-81.21,-64.73,-74.5,-53.73,-67.78,-56.79,-64.73,-49.47,-51.29,-48.85,-47.63,-78.17,-86.71,-69.61,-57.4,-53.74,-52.52,-41.52,-28.09,-20.15,-41.53,-29.31,-41.52,-40.91,-57.41,-36.64,-27.48,-17.1,25.65
31.14,28.09,45.19,23.21,42.74,21.981,-43.35,-58.62,-48.85,-21.37,-48.24,-32.98,-59.23,-37.86,-75.11,-42.13,-45.19,-47.02,-58.62,-48.85,-21.37,-48.24,-32.98,-28.09,-79.39,-81.21,-64.11,-73.89,-54.34,-67.17,-56.79,-64.73,-50.08,-51.29,-48.85,-47.02,-78.78,-86.71,-69.61,-56.79,-53.13,-53.13,-41.52,-27.48,-20.15,-40.92,-29.31,-41.52,-40.91,-57.41,-36.64,-27.48,-17.1,24.43
31.14,28.7,45.19,23.21,42.74,21.371,-43.35,-58.62,-48.85,-20.76,-47.63,-32.37,-58.62,-37.25,-75.11,-42.74,-45.19,-47.02,-58.62,-48.85,-20.76,-47.63,-32.37,-28.7,-78.78,-81.82,-64.11,-73.89,-53.73,-67.78,-56.18,-64.12,-49.47,-51.29,-48.85,-47.02,-78.17,-86.71,-70.22,-57.4,-53.74,-52.52,-41.52,-28.09,-20.15,-40.92,-29.31,-40.91,-41.52,-57.41,-37.25,-28.09,-17.1,25.04
31.14,28.7,45.8,23.21,42.13,21.371,-43.35,-58.62,-48.85,-20.76,-48.24,-31.76,-59.23,-37.25,-75.11,-42.74,-45.8,-47.02,-58.62,-48.85,-20.76,-48.24,-31.76,-28.09,-78.78,-81.82,-64.73,-74.5,-54.34,-67.17,-56.79,-64.73,-50.08,-50.68,-48.85,-47.63,-78.78,-86.71,-70.22,-56.79,-53.13,-53.13,-41.52,-27.48,-20.76,-40.92,-29.31,-40.91,-40.91,-56.8,-36.64,-27.48,-16.49,25.04
31.75,28.7,46.41,24.43,42.13,21.371,-43.35,-58.62,-48.24,-20.76,-47.63,-32.37,-58.62,-37.25,-75.72,-42.74,-45.8,-46.41,-58.62,-48.24,-20.76,-47.63,-32.37,-28.7,-79.39,-81.82,-64.11,-73.89,-54.34,-67.17,-56.79,-64.12,-49.47,-50.68,-48.85,-47.63,-78.17,-86.1,-70.22,-56.79,-53.74,-52.52,-41.52,-28.09,-20.76,-40.92,-29.92,-40.91,-40.91,-57.41,-36.64,-26.86,-16.49,25.04
31.14,29.31,47.02,24.43,42.74,20.761,-42.74,-58.62,-48.24,-20.15,-47.63,-31.76,-58.62,-37.86,-75.72,-42.74,-45.8,-46.41,-58.62,-48.24,-20.15,-47.63,-31.76,-28.09,-78.78,-81.82,-64.11,-73.27,-54.34,-67.17,-56.18,-64.12,-50.08,-50.68,-49.46,-47.02,-78.78,-86.1,-70.22,-56.79,-53.74,-52.52,-40.91,-28.09,-20.15,-41.53,-29.31,-41.52,-40.91,-56.8,-36.64,-28.09,-16.49,25.04
31.75,29.31,46.41,23.82,42.13,20.761,-42.74,-59.23,-48.85,-20.15,-47.63,-31.76,-58.62,-37.86,-75.72,-42.13,-45.8,-47.02,-59.23,-48.85,-20.15,-47.63,-31.76,-28.09,-78.78,-81.82,-63.5,-73.89,-54.95,-67.17,-56.18,-64.73,-50.08,-50.68,-49.46,-47.63,-78.78,-86.71,-69.61,-56.79,-53.74,-52.52,-40.91,-27.48,-20.15,-41.53,-29.92,-40.91,-41.52,-57.41,-36.64,-28.09,-15.88,25.65
31.75,29.31,47.02,23.82,42.13,20.761,-43.35,-58.62,-48.24,-20.15,-47.02,-32.37,-59.23,-37.25,-75.72,-42.13,-46.41,-47.02,-58.62,-48.24,-20.15,-47.02,-32.37,-28.7,-79.39,-81.82,-63.5,-73.89,-54.95,-67.17,-56.18,-64.12,-50.08,-50.68,-48.85,-47.63,-78.78,-86.71,-69,-56.79,-53.74,-53.13,-40.91,-27.48,-20.15,-41.53,-30.54,-41.52,-40.91,-57.41,-36.64,-27.48,-15.88,25.04
31.14,29.92,47.64,24.43,42.13,20.761,-43.35,-59.23,-48.24,-20.15,-47.02,-32.37,-58.62,-37.86,-75.72,-43.35,-46.41,-46.41,-59.23,-48.24,-20.15,-47.02,-32.37,-28.7,-78.78,-81.82,-63.5,-73.89,-54.95,-67.17,-56.18,-64.73,-50.08,-50.68,-48.85,-47.63,-78.78,-86.1,-69.61,-56.79,-53.74,-53.13,-40.91,-28.09,-20.76,-41.53,-29.92,-40.91,-41.52,-57.41,-36.64,-27.48,-15.88,25.65
31.14,29.92,47.64,25.04,42.13,20.151,-43.35,-58.62,-48.24,-20.15,-47.63,-32.37,-58.62,-37.86,-76.34,-43.35,-46.41,-47.02,-58.62,-48.24,-20.15,-47.63,-32.37,-28.09,-79.39,-81.82,-63.5,-75.11,-54.95,-67.17,-56.18,-64.73,-48.86,-50.68,-49.46,-47.02,-79.39,-86.71,-69.61,-57.4,-54.35,-53.13,-40.3,-27.48,-20.15,-40.92,-30.54,-40.91,-40.91,-58.02,-36.64,-27.48,-15.88,25.65
31.14,29.92,48.25,24.43,42.74,20.761,-43.35,-59.23,-48.85,-20.15,-47.02,-32.37,-58.62,-37.86,-76.34,-43.35,-45.8,-46.41,-59.23,-48.85,-20.15,-47.02,-32.37,-28.7,-79.39,-82.44,-64.11,-74.5,-54.95,-67.17,-56.18,-64.12,-48.25,-50.68,-49.46,-47.63,-78.78,-86.1,-69,-56.18,-54.35,-53.13,-40.3,-27.48,-20.76,-42.14,-30.54,-40.91,-41.52,-58.02,-36.64,-27.48,-15.88,25.04
31.14,29.31,48.25,25.04,42.74,20.151,-43.35,-59.23,-48.24,-19.54,-47.63,-31.76,-59.23,-37.25,-76.34,-42.74,-46.41,-47.02,-59.23,-48.24,-19.54,-47.63,-31.76,-28.7,-79.39,-81.82,-63.5,-74.5,-54.95,-67.17,-55.57,-64.12,-48.25,-50.68,-49.46,-47.02,-79.39,-86.71,-69.61,-57.4,-54.35,-53.74,-40.91,-28.09,-20.15,-41.53,-30.54,-40.91,-41.52,-58.02,-36.64,-27.48,-15.88,25.04
30.53,29.92,48.25,25.04,42.13,20.151,-43.35,-58.62,-48.85,-19.54,-47.63,-31.76,-59.23,-37.86,-76.34,-43.35,-46.41,-47.02,-58.62,-48.85,-19.54,-47.63,-31.76,-28.7,-79.39,-81.82,-63.5,-74.5,-54.95,-67.17,-56.18,-64.12,-48.86,-51.29,-49.46,-47.63,-79.39,-86.1,-69,-57.4,-54.35,-53.13,-40.3,-28.09,-20.15,-42.14,-30.54,-40.91,-41.52,-58.02,-36.64,-28.7,-15.27,25.04
30.53,29.31,48.86,25.65,42.13,20.761,-43.35,-59.84,-48.85,-20.15,-47.63,-31.76,-58.62,-37.86,-76.95,-42.74,-46.41,-47.02,-59.84,-48.85,-20.15,-47.63,-31.76,-28.7,-78.78,-81.82,-63.5,-73.89,-54.95,-67.17,-55.57,-64.12,-48.86,-50.68,-50.07,-47.63,-79.39,-86.1,-69.61,-57.4,-54.35,-53.74,-40.3,-27.48,-20.76,-41.53,-30.54,-40.91,-41.52,-58.02,-36.03,-27.48,-15.27,25.04
30.53,29.31,49.47,26.26,42.13,20.151,-43.35,-59.23,-48.85,-19.54,-47.02,-31.15,-59.23,-37.86,-77.56,-43.35,-47.02,-47.02,-59.23,-48.85,-19.54,-47.02,-31.15,-28.09,-78.78,-82.44,-63.5,-74.5,-54.95,-66.56,-56.18,-64.12,-49.47,-50.68,-49.46,-48.24,-80,-86.71,-69.61,-57.4,-53.74,-53.74,-40.91,-28.09,-20.76,-41.53,-31.15,-40.91,-41.52,-58.02,-36.03,-28.7,-15.88,25.04
29.92,29.92,48.86,26.26,42.13,19.541,-43.35,-59.23,-48.24,-19.54,-47.02,-31.76,-59.23,-37.86,-77.56,-43.35,-47.02,-46.41,-59.23,-48.24,-19.54,-47.02,-31.76,-28.7,-78.78,-82.44,-63.5,-73.89,-55.57,-66.56,-55.57,-63.51,-48.86,-50.68,-50.07,-47.63,-80,-86.1,-69,-57.4,-54.35,-53.74,-40.3,-28.09,-20.15,-42.14,-31.15,-40.3,-41.52,-58.02,-36.03,-28.09,-15.27,25.65
29.92,29.31,49.47,25.65,42.13,19.541,-42.74,-59.23,-48.85,-19.54,-47.02,-31.76,-58.62,-38.47,-77.56,-43.96,-47.02,-47.02,-59.23,-48.85,-19.54,-47.02,-31.76,-28.7,-78.78,-82.44,-62.89,-73.89,-54.95,-66.56,-55.57,-64.12,-49.47,-50.68,-50.07,-47.63,-80.61,-86.71,-69,-57.4,-54.35,-54.35,-40.91,-28.09,-20.76,-41.53,-31.76,-40.91,-42.13,-57.41,-36.03,-28.09,-15.27,25.04
