0mM,0mM,0mM,0mM,0mM,0mM,50Mm,50Mm,50Mm,50Mm,50Mm,50Mm,100mM,100mM,100mM,100mM,100mM,100mM,150mM,150mM,150mM,150mM,150mM,150mM,200mM,200mM,200mM,200mM,200mM,200mM,250mM,250mM,250mM,250mM,250mM,250mM,300mM,300mM,300mM,300mM,300mM,300mM,350mM,350mM,350mM,350mM,350mM,350mM,400mM,400mM,400mM,400mM,400mM,400mM
21.98,26.26,52.52,29.92,44.57,15.271,-7.32,-28.7,15.26,-35.42,-36.64,20.15,-38.48,-39.7,-25.65,-20.15,-38.47,-17.1,-25.64,0.61,-51.299,-51.29,-48.86,-43.97,41.52,11,-29.93,-12.21,-13.43,-6.11,10.99,-33.59,-31.75,-5.49,-37.25,-37.25,-41.52,-32.36,-29.31,-28.7,-25.65,-42.74,-39.08,-59.23,-63.51,-23.81,-50.68,-12.21,-58.01,-64.73,-41.52,-49.47,-51.299,-51.29
21.98,25.65,53.13,29.92,43.96,15.271,-7.32,-28.09,15.26,-35.42,-37.25,20.15,-39.09,-40.31,-25.65,-20.15,-38.47,-17.1,-26.25,0.61,-51.909,-51.29,-48.86,-43.97,41.52,11.61,-29.32,-12.21,-13.43,-5.5,11.6,-33.59,-31.75,-6.1,-37.25,-37.25,-41.52,-32.36,-29.92,-28.09,-25.65,-43.35,-39.08,-59.23,-64.12,-24.42,-50.68,-12.21,-59.84,-64.73,-40.91,-49.47,-51.909,-51.29
21.98,25.65,53.13,29.92,44.57,14.651,-7.32,-28.09,15.26,-36.03,-37.25,19.54,-38.48,-39.7,-25.04,-20.76,-38.47,-17.1,-26.25,0.61,-51.299,-51.91,-48.86,-43.97,42.13,10.39,-29.93,-12.21,-12.82,-6.11,10.99,-34.2,-31.75,-6.1,-37.25,-37.25,-42.13,-32.36,-29.92,-28.09,-26.26,-43.35,-39.08,-59.84,-64.12,-24.42,-50.68,-12.21,-59.23,-65.34,-41.52,-49.47,-51.299,-51.91
21.37,25.04,53.13,30.53,43.96,14.651,-7.93,-28.09,14.65,-35.42,-37.86,19.54,-38.48,-39.7,-24.42,-20.15,-39.08,-17.1,-26.25,0.61,-51.909,-51.91,-49.47,-44.58,42.13,11,-29.93,-12.82,-12.82,-6.11,11.6,-34.2,-31.75,-6.1,-37.25,-37.86,-41.52,-32.36,-29.92,-28.7,-26.26,-42.74,-39.69,-58.62,-64.12,-24.42,-50.68,-12.82,-58.62,-65.34,-41.52,-50.08,-51.909,-51.91
21.37,25.65,53.13,30.53,43.35,14.651,-7.32,-28.09,14.65,-34.81,-37.25,19.54,-38.48,-39.7,-24.42,-20.15,-38.47,-17.1,-26.25,0.61,-51.909,-52.52,-49.47,-44.58,42.13,11,-29.93,-11.6,-13.43,-6.72,10.99,-34.2,-31.75,-6.1,-37.86,-37.86,-41.52,-32.36,-29.92,-28.7,-26.26,-43.35,-39.08,-59.23,-63.51,-23.81,-51.3,-12.82,-59.23,-65.34,-41.52,-49.47,-51.909,-52.52
21.37,25.65,52.52,29.92,43.35,13.431,-7.93,-29.31,14.65,-35.42,-37.25,19.54,-37.86,-39.09,-24.42,-20.15,-38.47,-17.1,-26.25,0.61,-51.909,-51.91,-49.47,-45.19,42.13,11,-29.93,-11.6,-12.82,-7.33,10.99,-34.2,-32.36,-7.32,-37.86,-38.47,-41.52,-32.36,-29.92,-28.7,-26.87,-43.96,-39.08,-59.23,-64.12,-23.81,-50.68,-12.21,-59.23,-65.34,-42.13,-50.08,-51.909,-51.91
20.76,25.04,52.52,29.92,43.35,13.431,-7.32,-28.7,14.65,-35.42,-37.86,19.54,-38.48,-39.09,-23.81,-19.54,-38.47,-17.1,-26.86,0,-52.519,-52.52,-49.47,-44.58,42.74,10.39,-30.54,-12.21,-12.82,-6.72,10.99,-34.2,-32.36,-6.71,-37.25,-38.47,-42.13,-32.97,-29.92,-29.31,-26.87,-43.35,-39.08,-59.23,-64.12,-24.42,-50.68,-11.6,-59.23,-65.34,-42.13,-50.08,-52.519,-52.52
20.76,24.43,52.52,29.92,42.13,13.431,-7.93,-28.7,14.04,-35.42,-37.25,19.54,-38.48,-39.7,-23.81,-19.54,-38.47,-17.1,-26.86,0.61,-52.519,-52.52,-50.08,-45.19,42.74,10.39,-29.93,-12.82,-12.21,-6.11,10.99,-34.2,-31.75,-6.71,-37.25,-38.47,-41.52,-32.36,-30.53,-28.7,-26.87,-44.58,-39.08,-59.23,-64.12,-24.42,-51.3,-12.82,-59.84,-65.95,-42.74,-50.69,-52.519,-52.52
20.15,24.43,52.52,30.53,42.13,12.821,-7.32,-28.7,14.04,-35.42,-37.86,19.54,-38.48,-39.09,-23.2,-19.54,-39.08,-16.49,-27.47,0.61,-52.519,-52.52,-50.08,-45.19,42.13,10.39,-29.93,-12.21,-12.82,-7.33,10.38,-34.2,-32.36,-6.71,-37.86,-38.47,-42.13,-32.97,-30.53,-29.31,-26.87,-43.96,-39.08,-59.23,-64.12,-24.42,-51.3,-12.21,-59.23,-65.95,-42.74,-50.69,-52.519,-52.52
19.54,24.43,52.52,30.53,42.13,12.821,-7.93,-29.31,14.04,-35.42,-37.25,19.54,-38.48,-39.7,-23.2,-19.54,-39.08,-16.49,-27.47,0.61,-52.519,-52.52,-50.08,-44.58,42.74,9.77,-29.93,-12.21,-12.82,-6.72,10.38,-34.81,-32.36,-7.32,-38.47,-39.08,-42.13,-32.97,-30.53,-29.31,-27.48,-43.96,-39.08,-59.23,-63.51,-24.42,-51.3,-11.6,-59.84,-66.56,-42.74,-50.69,-52.519,-52.52
18.93,24.43,53.13,30.53,41.52,12.211,-7.93,-28.7,13.43,-35.42,-37.25,19.54,-38.48,-39.09,-22.59,-19.54,-39.08,-17.1,-27.47,0.61,-53.129,-52.52,-50.08,-45.19,43.35,10.39,-30.54,-12.21,-13.43,-7.94,10.38,-34.2,-32.36,-7.32,-37.86,-39.08,-42.13,-32.36,-31.14,-29.31,-27.48,-43.96,-39.08,-58.62,-64.12,-23.81,-51.3,-12.21,-59.84,-65.95,-42.74,-50.69,-53.129,-52.52
18.93,24.43,52.52,30.53,40.91,12.211,-7.93,-29.31,13.43,-36.03,-38.47,18.93,-38.48,-39.09,-22.59,-19.54,-39.69,-16.49,-27.47,-0.61,-53.129,-52.52,-50.08,-45.8,43.35,10.39,-30.54,-12.82,-13.43,-7.94,10.38,-34.2,-32.36,-7.32,-37.86,-39.08,-42.13,-32.97,-30.53,-29.31,-27.48,-43.96,-38.47,-58.62,-64.12,-23.81,-51.3,-12.21,-60.46,-66.56,-42.74,-50.69,-53.129,-52.52
18.32,23.21,52.52,30.53,40.91,11.601,-7.93,-29.31,13.43,-36.03,-37.86,18.93,-38.48,-39.09,-22.59,-19.54,-39.08,-16.49,-28.09,0,-53.129,-53.13,-50.08,-45.19,43.35,10.39,-30.54,-12.21,-12.82,-7.94,10.38,-34.2,-31.75,-7.32,-37.86,-39.08,-42.13,-33.58,-30.53,-29.92,-27.48,-44.58,-39.08,-59.23,-64.12,-23.81,-51.3,-11.6,-59.84,-66.56,-43.35,-50.69,-53.129,-53.13
17.71,23.21,52.52,30.53,39.69,11.601,-7.32,-29.31,13.43,-35.42,-37.86,19.54,-38.48,-39.09,-23.2,-19.54,-39.69,-15.88,-28.7,0,-53.129,-53.13,-50.69,-45.8,43.35,9.77,-31.15,-12.82,-13.43,-7.33,9.77,-34.81,-32.36,-7.94,-37.86,-39.08,-42.74,-32.97,-30.53,-29.92,-27.48,-44.58,-38.47,-58.62,-64.12,-23.81,-51.3,-12.82,-59.84,-66.56,-43.35,-51.3,-53.129,-53.13
17.71,23.21,51.91,30.53,39.69,11.601,-7.93,-29.92,13.43,-35.42,-37.25,19.54,-39.09,-39.09,-22.59,-19.54,-39.69,-16.49,-28.09,0,-53.129,-53.13,-50.69,-45.8,43.96,9.77,-30.54,-13.43,-13.43,-7.94,9.77,-34.81,-32.36,-7.94,-38.47,-39.69,-42.74,-32.97,-31.14,-29.92,-28.09,-44.58,-38.47,-59.23,-64.12,-24.42,-50.68,-12.21,-60.46,-66.56,-43.35,-51.3,-53.129,-53.13
17.1,23.21,51.91,29.92,39.69,10.991,-8.55,-29.92,13.43,-36.03,-37.86,18.93,-38.48,-39.09,-21.98,-19.54,-39.69,-16.49,-28.7,0,-53.129,-53.13,-51.3,-46.41,43.35,9.77,-30.54,-12.82,-14.04,-7.94,10.38,-34.81,-32.36,-7.94,-38.47,-39.69,-42.13,-33.58,-31.14,-30.53,-28.7,-45.19,-38.47,-59.84,-64.73,-24.42,-51.3,-11.6,-61.07,-67.79,-43.96,-51.3,-53.129,-53.13
16.48,23.21,50.69,30.53,39.08,10.991,-8.55,-29.92,13.43,-35.42,-37.86,19.54,-38.48,-39.09,-21.98,-19.54,-39.69,-16.49,-28.7,0,-53.739,-53.13,-50.69,-45.8,43.96,9.77,-31.15,-13.43,-13.43,-7.94,9.77,-35.42,-32.36,-7.94,-38.47,-39.69,-42.74,-33.58,-31.14,-29.92,-28.7,-44.58,-39.08,-59.23,-64.12,-24.42,-51.3,-12.82,-60.46,-67.17,-43.35,-51.3,-53.739,-53.13
16.48,22.6,51.3,29.92,39.08,10.991,-8.55,-29.92,12.82,-36.03,-37.86,18.93,-39.09,-39.7,-21.98,-19.54,-39.69,-16.49,-28.7,-0.61,-53.739,-53.13,-51.3,-46.41,43.96,9.77,-30.54,-12.82,-13.43,-7.94,9.77,-35.42,-32.36,-8.55,-38.47,-40.3,-43.35,-34.19,-31.14,-30.53,-28.7,-45.19,-38.47,-59.23,-64.12,-24.42,-51.3,-11.6,-60.46,-66.56,-43.96,-51.3,-53.739,-53.13
15.87,22.6,51.3,30.53,37.86,10.381,-8.55,-29.92,12.21,-35.42,-37.86,18.93,-37.25,-40.3,-21.98,-19.54,-40.3,-16.49,-29.31,-0.61,-54.349,-53.74,-50.69,-45.8,43.96,9.16,-30.54,-13.43,-14.04,-8.55,9.16,-35.42,-32.36,-7.94,-38.47,-40.91,-43.35,-33.58,-31.76,-30.53,-29.31,-45.19,-39.08,-58.62,-64.12,-24.42,-51.91,-11.6,-60.46,-67.17,-43.96,-51.3,-54.349,-53.74
15.26,22.6,51.3,29.92,37.86,9.771,-8.55,-29.92,12.82,-36.03,-37.25,18.93,-37.86,-40.91,-21.37,-19.54,-39.69,-16.49,-29.31,-0.61,-54.349,-53.74,-50.69,-46.41,44.57,9.77,-30.54,-12.82,-13.43,-8.55,9.77,-35.42,-32.97,-8.55,-39.08,-40.3,-42.74,-33.58,-31.76,-30.53,-29.31,-45.8,-38.47,-58.62,-64.12,-24.42,-51.91,-11.6,-60.46,-67.17,-44.58,-51.91,-54.349,-53.74
14.65,21.99,50.69,29.92,37.86,9.771,-8.55,-30.53,12.82,-36.64,-37.86,18.32,-37.86,-41.52,-21.37,-19.54,-40.3,-17.1,-29.92,-0.61,-54.959,-54.35,-51.3,-46.41,43.35,9.77,-30.54,-13.43,-14.04,-9.16,9.16,-36.03,-32.97,-8.55,-39.08,-40.91,-43.35,-34.19,-31.76,-31.14,-29.31,-46.41,-38.47,-58.62,-64.12,-24.42,-51.91,-12.21,-60.46,-67.79,-45.19,-51.91,-54.959,-54.35
14.65,21.38,50.08,29.92,37.24,9.161,-8.55,-30.53,12.82,-35.42,-37.86,18.32,-38.47,-40.91,-20.76,-20.15,-40.3,-17.1,-29.92,-0.61,-54.959,-54.35,-51.91,-46.41,43.96,9.77,-30.54,-13.43,-14.66,-9.16,9.16,-36.03,-32.97,-8.55,-38.47,-40.91,-43.35,-33.58,-31.76,-31.14,-29.31,-45.8,-38.47,-59.23,-64.73,-24.42,-51.3,-11.6,-60.46,-67.17,-45.19,-51.91,-54.959,-54.35
13.43,21.38,50.08,29.92,36.63,9.771,-8.55,-30.53,12.82,-36.03,-37.86,18.32,-37.86,-40.91,-20.76,-19.54,-40.91,-17.1,-29.92,-0.61,-54.959,-54.35,-51.3,-47.02,43.35,9.77,-30.54,-13.43,-14.66,-8.55,9.16,-36.03,-32.97,-8.55,-39.08,-40.91,-43.97,-34.8,-31.76,-31.75,-29.31,-45.8,-38.47,-58.62,-64.73,-24.42,-51.3,-11.6,-61.68,-67.79,-46.41,-51.91,-54.959,-54.35
13.43,21.38,50.69,29.92,36.63,9.161,-8.55,-30.53,12.21,-36.03,-37.86,18.93,-37.86,-41.52,-20.76,-20.15,-40.3,-17.1,-31.14,-0.61,-54.959,-54.35,-51.3,-47.02,43.96,9.77,-30.54,-14.05,-14.66,-9.16,8.55,-36.03,-32.97,-9.16,-39.08,-40.91,-43.97,-34.8,-32.37,-31.14,-29.92,-45.8,-38.47,-58.62,-64.73,-24.42,-51.91,-11.6,-61.07,-67.79,-46.41,-51.91,-54.959,-54.35
12.82,20.76,50.69,29.92,36.02,9.161,-9.16,-30.53,11.6,-36.03,-38.47,18.32,-38.47,-41.52,-20.76,-20.15,-40.91,-17.1,-30.53,-0.61,-54.959,-54.96,-51.91,-47.02,43.96,9.77,-31.15,-13.43,-15.27,-9.16,8.55,-36.64,-33.58,-9.16,-39.08,-41.52,-43.97,-34.8,-32.37,-31.14,-29.92,-46.41,-38.47,-58.62,-64.12,-24.42,-51.91,-12.21,-61.07,-67.79,-46.41,-52.52,-54.959,-54.96
12.21,21.38,50.08,29.92,36.02,8.551,-9.77,-30.53,11.6,-35.42,-38.47,18.93,-38.47,-42.13,-20.76,-20.15,-40.91,-17.1,-31.14,-1.22,-55.569,-54.96,-51.3,-47.02,43.96,9.16,-31.15,-14.66,-14.66,-9.78,7.93,-36.03,-32.97,-9.16,-39.08,-41.52,-43.97,-34.8,-32.37,-31.75,-30.53,-46.41,-38.47,-58.62,-64.12,-25.03,-51.91,-12.21,-61.68,-67.79,-47.63,-51.91,-55.569,-54.96
12.21,20.76,50.08,29.92,36.02,8.551,-9.16,-31.14,11.6,-36.03,-38.47,18.32,-38.47,-42.13,-20.15,-20.15,-40.91,-17.71,-31.14,-1.22,-54.959,-54.35,-51.91,-47.02,44.57,9.16,-31.15,-14.05,-15.27,-9.78,7.93,-36.64,-33.58,-9.77,-39.08,-42.13,-43.97,-34.8,-32.98,-31.75,-29.92,-46.41,-38.47,-58.62,-64.73,-24.42,-51.91,-11.6,-61.07,-68.4,-48.24,-52.52,-54.959,-54.35
11.6,20.15,50.08,29.92,35.41,7.941,-9.16,-31.14,11.6,-36.64,-39.08,17.71,-38.47,-42.13,-20.76,-20.15,-41.52,-17.1,-31.14,-1.22,-55.569,-54.35,-51.91,-47.63,43.96,9.16,-30.54,-13.43,-14.66,-9.78,7.93,-36.64,-32.97,-9.16,-39.08,-42.13,-44.58,-35.41,-32.98,-32.36,-30.53,-46.41,-38.47,-58.62,-64.73,-25.03,-51.91,-11.6,-61.07,-68.4,-47.63,-52.52,-55.569,-54.35
10.99,20.15,49.47,29.92,35.41,7.331,-9.77,-31.75,11.6,-36.03,-38.47,18.32,-38.47,-42.74,-20.15,-20.15,-41.52,-17.71,-32.36,-1.22,-55.569,-54.96,-51.91,-47.63,44.57,8.55,-31.15,-14.66,-15.27,-10.39,7.93,-36.64,-33.58,-9.16,-39.69,-42.13,-44.58,-35.41,-32.98,-32.36,-30.53,-46.41,-37.86,-58.62,-64.73,-24.42,-51.91,-12.21,-61.07,-67.79,-47.63,-53.13,-55.569,-54.96
10.99,19.54,49.47,29.92,34.8,7.331,-9.77,-31.14,10.99,-36.64,-38.47,17.71,-38.47,-42.74,-20.15,-20.76,-41.52,-17.1,-31.75,-1.83,-54.959,-54.96,-51.91,-47.63,43.96,8.55,-31.15,-14.66,-15.27,-10.39,7.93,-37.25,-33.58,-9.77,-39.08,-42.13,-45.19,-36.02,-32.98,-31.75,-30.53,-46.41,-37.86,-58.62,-64.73,-25.03,-52.52,-12.21,-61.68,-67.79,-47.63,-52.52,-54.959,-54.96
10.99,19.54,49.47,29.92,35.41,7.331,-9.16,-31.14,10.99,-36.03,-38.47,18.32,-39.08,-42.74,-20.15,-20.76,-41.52,-17.71,-31.75,-1.22,-55.569,-54.96,-52.52,-47.63,44.57,8.55,-31.15,-14.66,-15.27,-11,7.32,-37.25,-33.58,-10.38,-39.69,-42.74,-45.19,-36.02,-33.59,-32.97,-31.14,-47.02,-38.47,-58.62,-64.73,-25.03,-51.91,-11.6,-61.68,-67.79,-48.24,-53.13,-55.569,-54.96
10.38,19.54,49.47,29.92,35.41,6.721,-9.77,-31.75,10.99,-36.03,-37.86,18.32,-38.47,-43.35,-19.54,-20.76,-41.52,-17.71,-32.36,-1.22,-56.179,-54.96,-51.91,-47.63,44.57,9.16,-31.76,-14.66,-15.88,-10.39,7.32,-37.86,-33.58,-9.77,-39.69,-42.74,-45.19,-36.63,-33.59,-32.36,-31.14,-46.41,-37.86,-58.62,-64.73,-24.42,-52.52,-12.21,-61.68,-68.4,-47.63,-53.13,-56.179,-54.96
10.38,18.93,48.86,29.92,35.41,6.111,-9.77,-31.75,10.99,-36.64,-38.47,17.71,-39.08,-43.35,-19.54,-21.37,-42.13,-17.71,-32.97,-1.22,-56.179,-54.96,-52.52,-47.63,44.57,9.16,-31.15,-14.66,-15.88,-10.39,6.71,-37.86,-34.19,-10.38,-39.69,-43.35,-45.19,-36.02,-33.59,-32.36,-31.75,-47.02,-37.86,-59.23,-65.34,-25.03,-51.91,-11.6,-62.29,-67.79,-47.63,-53.13,-56.179,-54.96
10.38,18.93,48.86,29.92,34.19,6.111,-10.38,-31.75,10.38,-36.64,-38.47,17.71,-39.08,-43.96,-20.15,-21.37,-42.13,-18.32,-32.97,-1.83,-56.179,-54.96,-51.91,-48.25,44.57,8.55,-31.15,-15.27,-15.88,-10.39,6.71,-38.47,-34.19,-9.77,-39.69,-42.74,-45.19,-36.02,-34.2,-32.36,-31.75,-47.02,-38.47,-58.01,-65.34,-24.42,-52.52,-11.6,-61.68,-68.4,-47.63,-53.74,-56.179,-54.96
9.16,18.93,47.64,29.31,34.8,5.501,-9.77,-32.36,10.99,-36.64,-39.08,17.71,-39.69,-44.58,-19.54,-20.76,-42.75,-18.32,-32.97,-1.83,-56.179,-54.96,-52.52,-47.63,44.57,8.55,-31.15,-15.27,-15.88,-10.39,6.1,-39.08,-34.19,-9.77,-39.69,-42.74,-45.19,-36.63,-34.81,-32.36,-32.36,-47.02,-38.47,-58.62,-65.34,-24.42,-52.52,-12.21,-61.68,-68.4,-47.63,-53.13,-56.179,-54.96
9.16,18.93,47.64,29.31,34.19,6.111,-10.38,-32.36,10.38,-36.64,-39.08,17.1,-39.69,-43.96,-19.54,-21.37,-42.13,-18.32,-32.97,-1.83,-56.179,-55.57,-52.52,-48.25,43.96,8.55,-31.15,-15.27,-16.49,-11,6.1,-39.08,-34.19,-10.38,-39.69,-43.35,-45.8,-37.25,-34.2,-32.97,-32.36,-47.63,-37.86,-58.62,-65.34,-25.03,-51.91,-12.21,-62.29,-68.4,-47.63,-53.13,-56.179,-55.57
8.55,18.32,48.25,29.92,34.19,5.501,-10.38,-32.36,9.77,-36.64,-39.08,17.1,-39.69,-43.96,-19.54,-20.76,-42.75,-17.71,-33.58,-1.83,-56.179,-54.96,-52.52,-48.25,44.57,8.55,-30.54,-15.88,-17.1,-11.61,5.49,-39.69,-34.19,-9.77,-39.69,-43.35,-45.8,-37.25,-34.81,-32.97,-32.97,-47.02,-37.86,-58.01,-65.34,-25.03,-52.52,-12.21,-62.9,-68.4,-47.63,-53.74,-56.179,-54.96
8.55,17.71,47.02,29.31,34.19,5.501,-10.38,-32.36,9.77,-36.64,-39.69,17.1,-40.3,-45.19,-19.54,-21.98,-42.75,-18.93,-34.19,-1.83,-56.789,-55.57,-52.52,-48.25,43.35,7.94,-30.54,-15.88,-17.1,-12.22,5.49,-39.69,-34.8,-10.38,-39.69,-43.35,-45.8,-37.25,-34.81,-32.97,-32.97,-47.63,-37.86,-58.62,-65.34,-25.64,-53.13,-12.21,-62.9,-69.01,-47.63,-53.74,-56.789,-55.57
7.94,17.71,47.64,29.31,34.19,4.881,-10.38,-32.36,9.77,-37.25,-39.08,17.1,-40.91,-45.19,-20.76,-21.98,-42.75,-18.93,-34.19,-1.83,-56.789,-54.96,-52.52,-48.25,44.57,8.55,-30.54,-15.88,-17.71,-11.61,5.49,-39.69,-34.8,-10.38,-40.3,-43.97,-45.8,-37.25,-35.42,-33.58,-32.36,-47.02,-37.25,-58.62,-65.34,-25.03,-52.52,-11.6,-62.9,-69.01,-48.24,-53.74,-56.789,-54.96
7.33,17.71,47.02,29.31,34.19,4.881,-10.38,-32.97,9.16,-36.64,-39.08,17.1,-40.3,-45.19,-19.54,-21.98,-42.75,-18.93,-34.8,-1.83,-56.179,-55.57,-53.13,-48.25,44.57,7.94,-31.15,-15.88,-17.1,-11.61,4.88,-39.69,-34.8,-10.99,-39.69,-43.97,-46.41,-37.86,-34.81,-33.58,-32.97,-47.02,-37.86,-58.62,-65.95,-25.64,-53.13,-12.21,-62.9,-68.4,-48.24,-53.74,-56.179,-55.57
7.33,17.1,46.41,28.09,33.58,4.271,-10.38,-32.97,9.16,-36.64,-39.69,17.1,-40.91,-44.58,-19.54,-22.59,-43.36,-19.54,-34.8,-1.83,-56.179,-55.57,-53.13,-48.86,43.96,7.33,-31.15,-16.49,-17.71,-12.22,4.88,-40.3,-34.8,-10.99,-40.3,-43.97,-46.41,-37.25,-35.42,-34.19,-33.58,-47.63,-38.47,-58.62,-65.34,-25.03,-53.13,-12.21,-62.9,-68.4,-47.63,-53.74,-56.179,-55.57
6.1,17.1,45.8,28.7,33.58,4.271,-10.38,-32.97,9.77,-36.64,-39.08,17.1,-40.91,-45.19,-19.54,-22.59,-43.97,-19.54,-34.8,-1.83,-56.789,-55.57,-53.13,-48.25,43.96,7.94,-30.54,-15.88,-17.71,-12.22,4.88,-40.91,-34.8,-11.6,-39.69,-44.58,-47.63,-37.86,-35.42,-33.58,-33.58,-47.02,-37.86,-58.62,-65.95,-25.03,-52.52,-12.21,-62.9,-68.4,-47.63,-53.74,-56.789,-55.57
6.1,17.1,45.8,28.7,32.97,4.881,-10.99,-32.97,9.16,-36.64,-39.08,17.1,-41.52,-45.8,-19.54,-22.59,-43.36,-19.54,-34.8,-2.44,-56.789,-56.18,-53.13,-48.25,43.96,7.94,-30.54,-17.1,-17.71,-12.22,4.27,-40.91,-34.19,-10.99,-40.3,-44.58,-47.63,-37.86,-35.42,-34.19,-33.58,-47.02,-37.86,-58.62,-65.95,-25.64,-53.13,-12.21,-62.29,-69.01,-47.63,-54.35,-56.789,-56.18
6.1,16.49,45.19,28.09,32.97,3.661,-10.99,-33.58,9.16,-37.25,-39.08,16.49,-42.13,-45.8,-19.54,-22.59,-43.97,-19.54,-34.8,-2.44,-56.789,-56.18,-53.13,-48.25,43.96,7.94,-31.15,-17.1,-17.71,-12.83,4.27,-40.91,-34.8,-11.6,-40.3,-44.58,-47.02,-38.47,-36.03,-34.19,-34.19,-48.24,-37.25,-58.62,-65.95,-25.64,-53.13,-12.21,-62.9,-68.4,-48.24,-54.35,-56.789,-56.18
5.49,16.49,44.58,27.48,32.36,4.271,-10.99,-33.58,8.55,-37.25,-39.69,16.49,-41.52,-45.8,-20.15,-23.2,-44.58,-19.54,-35.41,-1.83,-56.789,-56.18,-53.13,-48.86,43.96,7.33,-31.15,-17.1,-18.32,-12.83,4.27,-41.52,-34.8,-10.99,-40.3,-44.58,-47.63,-37.86,-36.03,-34.81,-34.19,-47.63,-37.86,-58.01,-65.95,-25.03,-53.13,-12.21,-62.9,-69.01,-47.63,-54.35,-56.789,-56.18
5.49,16.49,43.97,27.48,32.97,3.661,-11.6,-33.58,7.94,-36.64,-39.69,16.49,-42.13,-45.8,-20.15,-23.2,-44.58,-19.54,-35.41,-2.44,-56.789,-56.18,-53.13,-48.86,43.96,7.94,-30.54,-17.71,-18.93,-12.83,3.66,-42.13,-35.41,-10.99,-40.3,-44.58,-48.24,-38.47,-36.64,-35.42,-34.81,-47.02,-37.25,-59.23,-65.95,-25.64,-52.52,-11.6,-62.9,-69.01,-47.63,-54.35,-56.789,-56.18
4.27,15.88,43.36,26.87,32.97,3.661,-10.99,-34.19,8.55,-37.25,-39.69,16.49,-42.13,-46.41,-19.54,-23.2,-43.97,-20.76,-36.02,-3.05,-57.399,-56.18,-53.74,-48.86,43.96,7.33,-31.15,-18.32,-19.54,-13.44,3.66,-42.13,-34.8,-11.6,-40.3,-45.19,-47.63,-39.08,-36.03,-34.81,-34.81,-47.63,-37.25,-58.01,-65.95,-25.64,-52.52,-12.82,-62.9,-69.01,-48.24,-54.35,-57.399,-56.18
4.27,15.88,43.97,27.48,32.97,3.051,-10.99,-33.58,8.55,-37.86,-40.3,16.49,-42.74,-47.02,-19.54,-23.81,-44.58,-20.76,-36.02,-3.05,-56.789,-56.79,-53.13,-49.47,43.35,7.94,-31.15,-17.71,-18.93,-14.05,3.66,-43.36,-34.8,-11.6,-40.3,-45.19,-48.24,-39.08,-36.64,-35.42,-35.42,-47.63,-37.86,-58.62,-65.95,-25.64,-52.52,-12.21,-63.51,-68.4,-47.63,-54.96,-56.789,-56.79
4.88,15.88,42.75,27.48,32.36,3.051,-10.99,-34.19,7.94,-37.25,-39.69,15.88,-43.35,-47.02,-19.54,-23.81,-44.58,-20.76,-36.63,-2.44,-56.789,-56.18,-53.13,-48.86,43.35,6.72,-31.15,-17.71,-20.15,-13.44,3.05,-43.36,-35.41,-12.21,-40.3,-45.19,-48.85,-39.08,-36.64,-36.03,-34.81,-48.24,-37.25,-58.62,-65.95,-25.64,-52.52,-11.6,-63.51,-69.01,-47.63,-54.35,-56.789,-56.18
4.27,15.88,42.75,26.87,32.36,3.051,-10.99,-34.8,8.55,-37.25,-40.3,15.88,-43.35,-47.02,-20.15,-23.81,-45.19,-20.76,-37.24,-2.44,-56.789,-56.18,-53.13,-48.86,43.35,7.33,-31.15,-18.32,-19.54,-14.66,3.05,-43.36,-35.41,-12.21,-40.3,-45.19,-48.24,-39.08,-36.64,-36.03,-35.42,-47.63,-37.25,-58.62,-66.56,-26.25,-53.13,-12.82,-63.51,-68.4,-47.63,-54.35,-56.789,-56.18
3.66,15.27,41.53,26.26,31.75,3.051,-10.99,-34.19,7.94,-37.25,-39.69,16.49,-43.96,-47.63,-19.54,-24.42,-44.58,-21.37,-37.24,-3.05,-57.399,-56.18,-53.74,-49.47,43.35,6.72,-31.15,-18.93,-20.15,-14.66,2.44,-43.97,-36.03,-12.21,-40.91,-45.19,-48.85,-39.69,-37.25,-36.03,-35.42,-48.24,-37.86,-58.01,-65.95,-25.64,-52.52,-12.21,-64.12,-69.01,-47.63,-54.96,-57.399,-56.18
3.66,15.27,41.53,26.26,31.75,3.051,-11.6,-34.8,7.32,-37.25,-39.69,15.88,-43.96,-47.02,-20.15,-24.42,-45.19,-21.37,-37.24,-3.05,-56.789,-56.18,-53.13,-48.86,43.35,6.72,-31.15,-18.93,-20.15,-15.27,1.83,-44.58,-36.03,-12.82,-40.91,-46.41,-48.85,-39.69,-37.25,-36.64,-35.42,-48.24,-37.25,-58.01,-66.56,-25.64,-52.52,-12.21,-64.12,-69.01,-47.63,-54.35,-56.789,-56.18
3.66,14.66,41.53,26.26,31.14,2.443,-11.6,-34.8,7.32,-37.86,-40.3,15.88,-43.96,-47.63,-20.15,-25.03,-45.19,-21.37,-37.86,-3.66,-57.399,-56.79,-53.13,-49.47,43.35,6.72,-31.15,-19.54,-20.15,-14.66,1.83,-45.8,-35.41,-12.21,-40.91,-45.8,-48.85,-40.3,-37.86,-36.03,-36.64,-48.24,-37.86,-58.01,-65.95,-25.64,-53.13,-12.21,-64.73,-69.01,-48.24,-54.35,-57.399,-56.79
